DAY,IRRAD,TMIN,TMAX,VAP,WIND,RAIN,SNOWDEPTH
20150101,2958.0754375206507,-10.631710245176908,-4.38833975315562,0.30358581357976033,3.606764425741481,1.5465044717151668,
20150102,3092.8255211019696,-10.735547791153287,-4.482947704887032,0.2953763986600958,3.5729308716384365,1.2955870185643712,
20150103,3147.91094451115,-10.849946138160394,-4.411089988072234,0.3025376724248746,3.5298548896249895,1.5232917004875468,
20150104,3225.336208615967,-10.943394010618407,-4.5023001104744065,0.3013024060392936,3.500322808347445,1.4901248177991546,
20150105,3141.150593421413,-11.026452683408843,-4.511247392240941,0.30100238471065266,3.4757269051975634,1.4721673064523049,
20150106,3183.4720769356845,-11.200759172180428,-4.586260775124245,0.2994923299601552,3.4482812459139645,1.48279413236514,
20150107,3427.715242998087,-11.378561789777562,-4.703472637633146,0.2935511318303482,3.4827924814983677,1.366764078068399,
20150108,3571.0986056101465,-11.366138798395916,-4.8017069534838885,0.2868396402403697,3.5594292715166875,1.4466427455090463,
20150109,3718.994367435722,-11.50757965556883,-4.926906859540281,0.2780225323697182,3.5487559951774372,1.1736343885211735,
20150110,3780.750733367615,-11.658713524507647,-4.886114124472419,0.2847079448163746,3.5317556605063696,1.3826902399165517,
20150111,3858.7464363901363,-11.786815031384835,-5.007834381565843,0.28314607407894177,3.530711439953265,1.334858925893763,
20150112,3769.5878982520917,-11.901296306570481,-5.045732657899956,0.2826811767607197,3.5364456094952113,1.3066437845901249,
20150113,3802.1142933336414,-12.102732013217866,-5.147175068795885,0.2811754449384649,3.5405478679802243,1.311709515501504,
20150114,4032.6017455066813,-12.302414020122393,-5.28738917993668,0.2754103420452336,3.6071600962212163,1.1949632182443843,
20150115,4159.242855629142,-12.30578608286766,-5.40436705617762,0.2690446401191039,3.71576088369146,1.2789728964982343,
20150116,4288.46546703588,-12.45623775599449,-5.543305794545136,0.2607366627907811,3.736215111655147,1.0147991657193312,
20150117,4330.721771135892,-12.609042026650046,-5.510597819236832,0.2680844065556516,3.748813108884936,1.237107824585804,
20150118,4389.508452393042,-12.731066569834738,-5.634204647882134,0.26732472454429046,3.7751684028463144,1.206528748338809,
20150119,4282.529365702594,-12.831467676953789,-5.6673585685719985,0.26778598236870466,3.805472437309936,1.1990256612414665,
20150120,4299.667080393676,-13.010713669772443,-5.757108065733727,0.2673126378982139,3.8307378370270007,1.2276188382843667,
20150121,4518.155549077432,-13.180134653700053,-5.878479527028841,0.26266730572167984,3.9145969032694645,1.1364853125285863,
20150122,4637.031058544133,-13.145349251627206,-5.969379337616868,0.25748952233840894,4.036098322606725,1.2473990909208599,
20150123,4763.426231535702,-13.250047888288748,-6.075031299594967,0.25041869221101287,4.064767071541306,1.0105864704671919,
20150124,4808.338918856026,-13.349917520964675,-6.001961841743611,0.2590348643160012,4.08065177417152,1.2598634135690834,
20150125,4875.6372722367205,-13.412338166733662,-6.078366955948974,0.25955850253848,4.105228330733106,1.2550197059618253,
20150126,4783.212918338154,-13.447060758587657,-6.057805558596495,0.261303641306905,4.128658042131273,1.2712137079042174,
20150127,4820.948819366369,-13.5552136387303,-6.087735396638232,0.26210286337722666,4.14203172813631,1.3207190123284194,
20150128,5065.894146699706,-13.648835039934465,-6.143664325737532,0.2587096492644102,4.209166504937041,1.247046881729772,
20150129,5216.723208589942,-13.534282679276512,-6.164041366342115,0.25475730711696865,4.309398251457423,1.3714063144399775,
20150130,5380.042904739371,-13.55600048967813,-6.194682770132234,0.24888196013220576,4.312634857767147,1.1435762513966428,
20150131,5466.180081308198,-13.570427800261047,-6.042745843067163,0.25866324238615,4.299394684011993,1.397056389714403,
20150201,5578.209456135563,-13.545681679619028,-6.037084721038683,0.2603238718650547,4.291699274791347,1.3914609364483794,
20150202,5533.133279156878,-13.492222277641531,-5.931933027657056,0.2631825015286744,4.280318830829097,1.4019188367205648,
20150203,5619.8784473615215,-13.511848709885557,-5.875429730967417,0.26507829840993435,4.257002254549624,1.4408216347714309,
20150204,5914.5024512263,-13.517222998506092,-5.843761185043675,0.262772816554958,4.286258787885987,1.351942810065649,
20150205,6114.684190812977,-13.315273282227306,-5.776043879410656,0.25990839156224876,4.348134648707534,1.4568905354030128,
20150206,6326.063109595743,-13.250956333924945,-5.71874320301538,0.25513055480190205,4.313250150608167,1.2059685871740569,
20150207,6458.057005034046,-13.18116463730308,-5.479641000625538,0.2660281404892648,4.262822130101606,1.4333122090327282,
20150208,6612.9182131911675,-13.074408609199134,-5.388186108408165,0.2688322772712062,4.219541115726688,1.399263703042706,
20150209,6606.938432271383,-12.9414836142622,-5.199172751238654,0.272868687832619,4.174802114454474,1.3797518156573194,
20150210,6728.467104907146,-12.884469074364937,-5.061263038306269,0.2759817682489386,4.12092118003221,1.3880166868293604,
20150211,7053.134062118835,-12.816256902483245,-4.951126435092807,0.2749360329220787,4.122905095391105,1.268704872673884,
20150212,7278.351939784446,-12.543960157965993,-4.808320605715151,0.2733741705202586,4.161217847356827,1.3442970956510858,
20150213,7509.6614514391495,-12.412681627044712,-4.67970878947466,0.26993922368625667,4.106809601791855,1.0659441774973704,
20150214,7656.549686782278,-12.279427238790966,-4.373426340338682,0.28221457687542684,4.041133172962252,1.2685786780126107,
20150215,7821.501124161101,-12.112794567793511,-4.219230468373485,0.2864229512665396,3.987017534062462,1.213267711401409,
20150216,7821.1917939363875,-11.9236457532564,-3.9721779269560287,0.2918788333488237,3.935897297268813,1.17657166066421,
20150217,7944.491860426195,-11.81411184942095,-3.781146759690264,0.2964128076674596,3.8800303209721663,1.172251148202935,
20150218,8267.667838434329,-11.697125589428412,-3.62297488498284,0.2967733739642633,3.8842707104364473,1.045347282662332,
20150219,8488.86061766937,-11.37983326045559,-3.437339840032548,0.2965854843040935,3.928840767976562,1.1185982509341486,
20150220,8714.403170258287,-11.207365250413709,-3.2711748080535976,0.29447329914984144,3.8843674264345833,0.8432680190998636,
20150221,8854.609006611605,-11.036750093284194,-2.9326335524635105,0.3080008293675027,3.831907938621913,1.0542548591792928,
20150222,9012.792040366614,-10.836602244503947,-2.7514383286083817,0.31337164265311557,3.793834108286953,1.0124452471797418,
20150223,9006.42931824356,-10.617792960024284,-2.4825555847411174,0.3198820380771412,3.7610736969128933,0.9940778052771102,
20150224,9125.132916075638,-10.482451399950468,-2.274715668769838,0.32534613456163863,3.7253408454905053,1.0124594791325534,
20150225,9445.823232960172,-10.343493103049312,-2.1045494527220363,0.3264984278653724,3.7509224433485278,0.9120586891933924,
20150226,9667.180823268447,-10.008026746270835,-1.9114663574065958,0.32695302581743163,3.8174636593563247,1.0149381385107619,
20150227,9895.94152821445,-9.821119010165038,-1.7420690824911205,0.32532703554740416,3.795017830924909,0.7716025610295014,
20150228,10042.66675068373,-9.639702672600233,-1.4041178606711942,0.3391817459301089,3.764085156357676,1.0161285684397754,
20150301,10210.750179576018,-9.43225848144752,-1.2268785069030663,0.34472276221007486,3.7465091685657455,1.0085415200719794,
20150302,10217.572911213148,-9.209480511213904,-0.964799271611076,0.3512534779365191,3.7327293441094618,1.0242034237954525,
20150303,10352.473590716712,-9.073272455621268,-0.7660328993199546,0.3566003150704982,3.714021440312675,1.0755533698085056,
20150304,10691.925945758794,-8.936272320682347,-0.606576968315478,0.3575152760427939,3.7542922857596652,1.0062245429958507,
20150305,10934.000806090735,-8.605256725546424,-0.425157127423045,0.35763501129210895,3.832872076812431,1.137499819298277,
20150306,11184.677137494844,-8.424904888334886,-0.26764863060382105,0.3556038747018538,3.819569260181481,0.9191805886476754,
20150307,11353.633519876836,-8.251707628296767,0.05895096181129844,0.3690146138573904,3.7947123807965473,1.1847353752280525,
20150308,11543.280792174908,-8.053652087302929,0.22616364537363332,0.37410786082692354,3.780047856213966,1.193692662981893,
20150309,11569.947075026832,-7.840891963920409,0.48034244517012326,0.3802248222196734,3.765992063332016,1.2210415030340898,
20150310,11721.880925773796,-7.714750730845035,0.6741362147209689,0.38523161759008245,3.7438694083043567,1.278981070848791,
20150311,12074.464023585977,-7.5872552462213685,0.8323348591882791,0.3859208323143069,3.777703225977151,1.2110429908533167,
20150312,12324.709426003032,-7.26455083848795,1.016970599743658,0.3859695143820839,3.8470027208057926,1.3385483180288238,
20150313,12577.608827230464,-7.090677742180647,1.1828801665192579,0.38406111631033035,3.8218112214021858,1.1114738174888945,
20150314,12741.959136279856,-6.921493948105724,1.5237153895012252,0.39782505997394885,3.782740346602697,1.3635942248231836,
20150315,12919.428006170052,-6.724374841070137,1.7115682986757363,0.40353512215030873,3.7518592826373642,1.3548651164101457,
20150316,12925.768486856712,-6.508899035206021,1.9932661967210414,0.4105610719293682,3.719937808006957,1.3608102895540664,
20150317,13048.84760305504,-6.375867451440656,2.2218208572369864,0.416792040818488,3.6786749929591966,1.394255234927588,
20150318,13363.879415451247,-6.236852590515196,2.4222593987988734,0.41903722185277764,3.6924806737825064,1.2994310123133577,
20150319,13567.937907452111,-5.897628606543406,2.6567129022071025,0.42098315485041465,3.7412531586699536,1.3984109757155039,
20150320,13766.31259082237,-5.701961580673927,2.8799680949128224,0.42131512337832483,3.6954186664905952,1.1419555919551052,
20150321,13868.336790690377,-5.505544592019338,3.2854699807892978,0.43765636146737624,3.6359573040761344,1.3646326668557498,
20150322,13976.448074956836,-5.2757075192305765,3.544941894309007,0.44626628334240803,3.585284962782995,1.327178249072751,
20150323,13907.391032403275,-5.022110583861012,3.9046787560404645,0.4564921774671078,3.5344899214680883,1.3058627427698875,
20150324,13950.22743063248,-4.845768335648325,4.2169979301151,0.46619285016704914,3.475556199546434,1.3142044150231347,
20150325,14181.544735352561,-4.658600755492509,4.506075404992483,0.47213981361936974,3.473140841374632,1.1970551668426068,
20150326,14299.938938099318,-4.266861880856164,4.83304345054142,0.47797526779677585,3.5073486331075743,1.2770215103498492,
20150327,14412.335356199193,-4.014925238819247,5.151555068852596,0.48233438844326965,3.4487697613669717,1.0052964171484264,
20150328,14429.778279890857,-3.7592106617476264,5.653803013794838,0.5027855999635079,3.3785051922595914,1.216769685825712,
20150329,14456.449964341435,-3.467882492511971,6.01015965670158,0.515530022091212,3.3190490916911863,1.1723823363714774,
20150330,14310.83029240991,-3.1515283605755977,6.4654931758178344,0.5298545025783725,3.26152698480094,1.148489698378534,
20150331,14283.663317638839,-2.91216549397424,6.8706440768087145,0.5435566881736886,3.1979215833918655,1.1585754096427527,
20150401,14453.122870224033,-2.662771597780271,7.248289284681183,0.5533476925900085,3.192853327003262,1.0473411201056688,
20150402,14519.254362573138,-2.2106911410487404,7.658069400573986,0.5628115728081906,3.226358987509635,1.1371346685019375,
20150403,14590.257601561469,-1.9013968471161513,8.052183814289867,0.5705290864184662,3.1689336851076337,0.8787921267835386,
20150404,14578.242546391653,-1.592391531857579,8.621440767902568,0.594019369428209,3.1015609281071637,1.1067610046643366,
20150405,14588.21946349104,-1.2528809120733688,9.03492793083878,0.6094406849514182,3.0465998322335857,1.0814696926179785,
20150406,14439.235619926869,-0.8944272101435187,9.536358227160393,0.6260446186378161,2.995028058185859,1.078707320664411,
20150407,14422.325378573121,-0.6199311771450409,9.975574184047396,0.64160213981419,2.938672248323962,1.1113557154516225,
20150408,14615.666350511457,-0.34314021662657623,10.374437321345297,0.65280705778079,2.9419928755524256,1.0234976886117395,
20150409,14719.019019116835,0.1279659211012949,10.791977492273194,0.6632360602430598,2.9848667408412357,1.1368638512907805,
20150410,14840.014717655065,0.44743149301501006,11.180006238908438,0.6714727878300675,2.9376323758586063,0.9016927844715049,
20150411,14889.923768604423,0.7574374935408446,11.729180704664058,0.6950495715822644,2.881122895904426,1.1518713162023637,
20150412,14972.664903674118,1.0886396854199796,12.108683201796744,0.7101479778998051,2.837555416969523,1.1473194832064482,
20150413,14905.967581356694,1.4295217402549394,12.562570817742298,0.7260525377580768,2.79777555943343,1.163383908651887,
20150414,14979.353363541088,1.6774156017800215,12.941278090115873,0.7405760870449778,2.7534888280837135,1.2125809012947242,
20150415,15269.3281482259,1.9189912342237128,13.267499158359772,0.7504622621575008,2.7690458139200276,1.1387132107704034,
20150416,15473.861682432149,2.346864246141161,13.601324324011468,0.7593443590358783,2.8242245079292503,1.2633224230852986,
20150417,15698.718143585129,2.615841087727753,13.895835241897224,0.7658680368033138,2.7892750554689694,1.0365517079331275,
20150418,15853.268432433306,2.869016347524008,14.34314557959503,0.7876315254761234,2.744951583516252,1.2922856464039119,
20150419,16039.544093459808,3.138091386979689,14.614052670722906,0.800884519382862,2.7134003126374893,1.2905317890880579,
20150420,16073.443273447625,3.4127045450429776,14.954355098238558,0.8149801738789498,2.6854025809267013,1.3068078406248138,
20150421,16242.753705144392,3.5914255487904887,15.21631990381305,0.8277986755899597,2.652604676644682,1.3538760257980849,
20150422,16622.383403817534,3.76221690281953,15.42452659711752,0.8361479751830239,2.679301530000482,1.2758488987346044,
20150423,16908.874488639125,4.119011430616833,15.640963745390888,0.8437209360310972,2.7452176529387695,1.3946289718083593,
20150424,17206.763030862985,4.317926404062645,15.820583276818931,0.8492164242670571,2.7205507440570815,1.1607573212800373,
20150425,17424.414836465912,4.503329561654202,16.1573002875147,0.8702780420027704,2.686002665715016,1.4085383818019674,
20150426,17663.096515178084,4.708127045018788,16.323604848101347,0.8831917245230908,2.6636670634365744,1.3984060859728509,
20150427,17738.191869300354,4.923064272661646,16.56684171041179,0.8973366540312231,2.6442722942839585,1.4062957574722712,
20150428,17937.228408555864,5.047693148531453,16.74064254418691,0.9106079900483884,2.619411580053549,1.4453638153681545,
20150429,18335.104698608593,5.170809094020901,16.870738756807953,0.9198170294066506,2.6533274338201505,1.360080027720362,
20150430,18628.594173571153,5.487007727416662,17.02003147793282,0.9286480665521589,2.7256937258322287,1.472655126801588,
20150501,18922.688723563202,5.65288219472374,17.14412454481682,0.9357794899299978,2.706660762961965,1.2338793241462553,
20150502,19126.4125512612,5.813076921352137,17.437308861845136,0.9588228191199073,2.6768880274469127,1.4782392525165242,
20150503,19341.86639418055,6.000568170899604,17.57216507883924,0.9740208989274912,2.6584337676652816,1.466278729952293,
20150504,19385.413026036636,6.20596266390063,17.79584078872087,0.9906996909879442,2.64200001720277,1.4739679103495846,
20150505,19545.669831294937,6.3284677580366955,17.961487016166014,1.0066921438219447,2.619164858098981,1.5144229464562042,
20150506,19898.700225923705,6.4563366484036715,18.09408202788378,1.0187397284362811,2.654168871187097,1.4320008823528605,
20150507,20142.480665027317,6.7834382475657495,18.255518858079828,1.030450878291147,2.726699032430761,1.5487324785153629,
20150508,20383.20766997392,6.965472453976719,18.400162033177008,1.0404238322521133,2.706935325141802,1.3151683141600023,
20150509,20531.076467820414,7.146046158588121,18.720861360865438,1.0661875437117394,2.6755846165168666,1.565505422774457,
20150510,20689.292382791915,7.356979841967771,18.88858907371454,1.08390182731289,2.654770904983553,1.559959516212076,
20150511,20675.226849141975,7.587635379824118,19.148755742312556,1.1028111368924636,2.6352804431386097,1.5741469645906694,
20150512,20778.38467993988,7.735917838321174,19.352688830901435,1.1206704076628071,2.6087934986898875,1.620818216263117,
20150513,21075.57506488253,7.888753930836964,19.523500935701893,1.1341485020218087,2.6396696635035655,1.5439669033574734,
20150514,21265.363577068572,8.238695962245075,19.72122304113485,1.146788451529437,2.7077299594692663,1.665276849714406,
20150515,21454.369984365992,8.440171110449867,19.89840717760667,1.1571319499609578,2.683301024701415,1.4349818408151176,
20150516,21553.043634915193,8.63559053316595,20.24618523066604,1.182661720581533,2.647245966347448,1.6870049433560337,
20150517,21664.677542775862,8.85568730988069,20.433949089454728,1.1995028936931287,2.6218510480603503,1.6813419936474896,
20150518,21606.572840417844,9.088873035935041,20.70570648784387,1.2168777582227752,2.5980668009067496,1.6934530320934291,
20150519,21668.019848544194,9.232265111496822,20.911595417326986,1.2325322967763155,2.5677354244035473,1.736003036945037,
20150520,21925.487683886662,9.372186740261219,21.07378325116005,1.243140026778898,2.595371509477675,1.6529759414514147,
20150521,22077.098982255637,9.700787906083686,21.25162513067488,1.2522623306761784,2.660939467610053,1.7661239681813976,
20150522,22228.95370243623,9.872306733138055,21.397285350145815,1.2584727279563306,2.6348930949597587,1.5258270414536192,
20150523,22290.932849790086,10.029185398844215,21.701807996874784,1.279298717410699,2.5982020081784887,1.7662290547118171,
20150524,22365.742244072608,10.202409424603978,21.834801708745076,1.2909223382058053,2.5732342707240896,1.7476156896443549,
20150525,22270.106957835116,10.380860115135752,22.040792753661933,1.3026338329503717,2.550993944486394,1.7457977281877093,
20150526,22292.781629956426,10.462332283077648,22.17072934236304,1.3122568479579177,2.5233455697837046,1.773841455760877,
20150527,22509.767556713603,10.534019505199804,22.24786352804537,1.3165507247813404,2.554792727398043,1.676170458753514,
20150528,22618.812179690296,10.789115541537178,22.332885634730665,1.3191691023043992,2.6252541698445215,1.7750012327074431,
20150529,22725.754068976144,10.883051808274287,22.379515509799038,1.3187823223828836,2.6051030306922422,1.5211877966083436,
20150530,22740.343492084525,10.959585668283179,22.58053757103786,1.3330173105791734,2.5751939024381216,1.7493425626581345,
20150531,22765.298087482588,11.051109052957177,22.607445361533536,1.3381561255023164,2.557747126711886,1.7201986540221177,
20150601,22617.503826041633,11.147967950679252,22.706750784290975,1.3435876055661322,2.543589026060361,1.709978114723937,
20150602,22586.02619908582,11.14944571918527,22.73144198802218,1.3472305935674682,2.524380043459302,1.7321081043748499,
20150603,22747.322455939935,11.144213323473512,22.706817383604225,1.3459343368392576,2.5643978751381953,1.6313098505373969,
20150604,22799.7306204041,11.326895998431544,22.695571897136915,1.3434353233782814,2.6433189858006063,1.730023205203502,
20150605,22849.79868180069,11.354277084968835,22.653340927791426,1.3384780845314204,2.631263889035621,1.4792423771140906,
20150606,22808.084526723076,11.37135462960296,22.77469013289083,1.348753668998198,2.608830832530515,1.7136303995498117,
20150607,22778.186770454173,11.411621034052892,22.7327178559281,1.3505970097642641,2.597987059967187,1.693877759903587,
20150608,22577.917456422445,11.466356990381403,22.775326394339302,1.3534376351836757,2.589316190593623,1.696069784649802,
20150609,22497.28246836055,11.435593268783895,22.756647000139864,1.3552222208842588,2.5742534832141213,1.7334049320930014,
20150610,22613.6614769928,11.408543963963274,22.70284688808227,1.3528145901177437,2.6168758653360764,1.650288733051103,
20150611,22626.264211479633,11.580161085744002,22.67719500597071,1.3499524263143956,2.69668991225878,1.7687661013703873,
20150612,22642.42754065658,11.607331502225854,22.63559252128943,1.3453682253387709,2.6836829612605957,1.539367372669303,
20150613,22573.385013861596,11.634931952260208,22.772556457733607,1.3567281828963473,2.6583618155583735,1.7962353349286537,
20150614,22523.270063732016,11.696112405753219,22.760823426067166,1.360330223553328,2.6426480434917634,1.7994983072878739,
20150615,22310.264809044078,11.78159886576533,22.8476295894356,1.3655556021048054,2.6271282713547035,1.824653427801557,
20150616,22224.56116676175,11.790668909275336,22.88615151597954,1.3702925487957254,2.6032911226786326,1.8843018199761854,
20150617,22343.526825926117,11.811603181869629,22.901335776015483,1.3713375368955891,2.635317603406078,1.8222598607542753,
20150618,22366.153446136304,12.038262232183156,22.954993454948962,1.3723534041426668,2.7028680721951557,1.960008735449959,
20150619,22399.351959972868,12.126309099497206,23.00136480172997,1.3719918210637196,2.6761309733412784,1.7475570994637943,
20150620,22353.726830669264,12.219292697753566,23.233141580326773,1.3878337657962017,2.6358578182457775,2.018583586597486,
20150621,22332.590467333317,12.3489615406943,23.321113093114665,1.3960891756382354,2.604253490964307,2.0328237278609804,
20150622,22153.129531484192,12.50459812776131,23.510490956546786,1.4060501703143968,2.572220383948002,2.065464996187872,
20150623,22104.389439135542,12.584026493375159,23.652396165146094,1.4155162840638214,2.5315881597151164,2.128891263036758,
20150624,22262.469015318493,12.674095341553805,23.769735155848522,1.4211972528028434,2.5468961126439402,2.0668005798202427,
20150625,22325.001893042652,12.967285379987127,23.922339899375295,1.4266725584916167,2.5981714722763614,2.2006582444392113,
20150626,22397.48861160687,13.117960536625372,24.06257612382885,1.4305151978049604,2.5559690498714494,1.980559839854368,
20150627,22389.110213679567,13.268477431525916,24.38140618139522,1.4502333128101643,2.5013969544669346,2.2403709489892694,
20150628,22401.78339460935,13.449522054561537,24.54807155506336,1.4619708363143689,2.4569977038011563,2.2401081737110107,
20150629,22251.367725658583,13.649463465320512,24.806449222605206,1.4749615339177242,2.413983488542771,2.255325335484961,
20150630,22225.690016189605,13.765376617023382,25.00656468093763,1.4869548716552985,2.364457633266925,2.298846400058076,
